,index,client_id,num_dist_account,choice_type,expenditure_type,income_type,account_transfer_operation,card_operation,choice_operation,deposit_operation,operation_unknown,transfer_from_account_operation
625,625,687,1,0.0,281976.8,336045.4,151368.0,0.0,130608.8,331560.0,4485.4,0.0
626,626,688,1,0.0,582294.4,624043.2,320891.0,5500.0,255903.4,618886.0,5157.2,0.0
627,627,689,1,0.0,240906.2,265325.9,123905.0,0.0,117001.2,262751.0,2574.9,0.0
628,628,690,2,0.0,408022.2,457274.5,227136.0,16300.0,164586.2,336650.0,5330.5,115294.0
629,629,691,1,0.0,54326.6,85644.6,46640.0,0.0,7686.6,800.0,2138.6,82706.0
630,630,692,1,0.0,1223909.0,1281525.4,0.0,39900.0,1184009.0,1265648.0,15877.4,0.0
631,631,693,1,0.0,77974.2,95319.0,52693.0,0.0,25281.2,1000.0,1520.0,92799.0
632,632,694,1,0.0,82314.59999999999,101547.0,57645.0,0.0,24669.6,500.0,1754.0,99293.0
633,633,695,1,0.0,131663.8,159991.2,83088.0,0.0,48575.8,900.0,1899.2,157192.0
634,634,696,1,0.0,67969.4,86940.6,37095.0,0.0,30874.4,10800.0,1128.6,75012.0
635,635,697,1,0.0,194205.4,242618.1,76475.0,0.0,117730.4,239622.0,2996.1,0.0
636,636,698,2,0.0,1492396.8,1547497.4,545750.0,0.0,946646.8,1536190.0,11307.4,0.0
637,637,699,1,0.0,1199435.2,1266666.8,182922.0,40500.0,976013.2,1255352.0,11314.8,0.0
638,638,700,1,0.0,848417.4,911181.8,133574.0,0.0,714843.4,904040.0,7141.8,0.0
639,639,701,1,0.0,323564.2,366398.4,122322.0,0.0,201242.2,800.0,7734.4,357864.0
640,640,702,1,0.0,206912.0,224796.0,134398.0,0.0,72514.0,700.0,2786.0,221310.0
641,641,703,1,0.0,65321.6,81948.5,31808.0,0.0,33513.6,18000.0,1578.5,62370.0
642,642,704,2,285496.0,2770546.8,3191050.6,814100.0,20300.0,2221642.8,324856.0,13036.6,2853158.0
643,643,705,1,177451.0,1189944.6,1481403.0,187092.0,3300.0,1177003.6,1473360.0,8043.0,0.0
644,644,706,1,0.0,186400.4,242187.5,0.0,0.0,186400.4,238339.0,3848.5,0.0
645,645,708,1,77627.0,445620.3,522841.9,0.0,0.0,523247.3,519556.0,3285.9,0.0
646,646,709,1,86320.0,560735.2,695837.6,251787.0,0.0,395268.2,300.0,3425.6,692112.0
647,647,710,2,251975.0,1458820.6,1733365.9,213083.0,0.0,1497712.6,1680207.0,9436.9,43722.0
648,648,711,1,0.0,577567.8,604119.9,175479.0,31100.0,370988.8,598855.0,5264.9,0.0
649,649,712,1,0.0,684942.8,729527.0,332496.0,0.0,352446.8,722948.0,6579.0,0.0
650,650,713,1,0.0,851315.2000000001,923073.4,343616.0,0.0,507699.2,913192.0,9881.4,0.0
651,651,714,1,0.0,444652.4,487278.8,170569.0,7000.0,267083.4,481356.0,5922.8,0.0
652,652,715,1,0.0,269287.8,291030.3,178121.0,0.0,91166.8,1100.0,4603.3,285327.0
653,653,716,1,0.0,678790.4,737599.3,136400.0,0.0,542390.4,732742.0,4857.3,0.0
654,654,717,2,0.0,1145544.0,1215665.7,560729.0,0.0,584815.0,1205375.0,10290.7,0.0
655,655,718,1,0.0,1243663.4,1262707.4,574502.0,0.0,669161.4,1254871.0,7836.4,0.0
656,656,719,1,247892.0,3087754.0,3438700.9,209174.0,39400.0,3087072.0,4200.0,20853.9,3413647.0
657,657,720,1,549417.0,2371491.0,2976642.7,401742.0,36800.0,2482366.0,2959007.0,17635.7,0.0
658,658,721,2,0.0,194737.0,245986.4,114613.0,0.0,80124.0,128356.5,4076.9,113553.0
659,659,722,1,0.0,958695.2,1019249.6,325017.0,0.0,633678.2,1007832.0,11417.6,0.0
660,660,725,1,0.0,344206.0,365533.8,187042.0,0.0,157164.0,361556.0,3977.8,0.0
661,661,726,1,0.0,748907.8,767530.7,124032.0,5200.0,619675.8,762098.5,5432.2,0.0
662,662,727,1,0.0,128038.8,174375.5,49716.0,0.0,78322.8,170800.0,3575.5,0.0
663,663,728,1,0.0,171122.0,184474.8,100063.0,0.0,71059.0,182968.0,1506.8,0.0
664,664,729,2,87750.0,740261.8,913061.5,375827.0,0.0,452184.8,28800.0,8935.5,875326.0
665,665,730,1,0.0,77105.4,88476.4,34164.0,0.0,42941.4,1100.0,758.4,86618.0
666,666,731,2,231766.0,684855.6,1020514.0,196531.0,9900.0,710190.6,249762.0,9732.0,761020.0
667,667,732,1,0.0,45150.4,61134.9,29316.0,0.0,15834.4,500.0,955.9,59679.0
668,668,733,1,80384.0,356277.4,471871.5,96800.0,3300.0,336561.4,28100.0,4343.5,439428.0
669,669,735,1,0.0,819659.0,904435.2,214890.0,10000.0,594769.0,894612.0,9823.2,0.0
670,670,736,2,0.0,1247839.6,1299822.6,589289.0,0.0,658550.6,1079730.0,13363.6,206729.0
671,671,737,1,0.0,1435694.6,1524056.2,204104.0,83900.0,1147690.6,1507417.0,16639.2,0.0
672,672,738,1,0.0,1265798.6,1359708.7,560108.0,78300.0,627390.6,1344139.0,15569.7,0.0
673,673,739,1,0.0,294975.8,312122.4,192576.0,0.0,102399.8,600.0,4570.4,306952.0
674,674,740,1,0.0,142340.6,161771.4,35024.0,0.0,107316.6,800.0,2189.4,158782.0
675,675,741,1,0.0,35638.2,60795.0,26056.0,0.0,9582.199999999999,300.0,783.0,59712.0
676,676,742,1,0.0,546515.6,581168.9,210112.0,0.0,336403.6,574057.0,7111.9,0.0
677,677,743,1,0.0,145513.6,190070.0,46384.0,0.0,99129.6,1000.0,3163.0,185907.0
678,678,744,1,0.0,380480.4,434279.8,186966.0,0.0,193514.4,900.0,7166.8,426213.0
679,679,745,1,0.0,986889.4,1078116.6,0.0,0.0,986889.4,1065940.0,12176.6,0.0
680,680,746,1,0.0,254691.0,270656.2,101990.0,0.0,152701.0,800.0,2816.2,267040.0
681,681,747,1,0.0,85829.4,103596.7,57856.0,0.0,27973.399999999998,600.0,2152.7,100844.0
682,682,748,2,367805.0,2430823.4,2885552.7,726278.0,21600.0,2050750.4,2867888.0,17664.7,0.0
683,683,749,2,117216.0,1616973.4,1832366.3,127874.0,0.0,1606315.4,655972.0,13375.3,1163019.0
684,684,750,1,0.0,542484.6,565332.2,309400.0,0.0,233084.6,561025.0,4307.2,0.0
685,685,751,1,0.0,212615.4,256176.30000000002,95500.0,0.0,117115.4,900.0,5904.3,249372.0
686,686,752,1,0.0,580760.6,601878.5,239010.0,0.0,341750.6,595261.0,6617.5,0.0
687,687,753,1,0.0,245987.6,266321.3,147060.0,0.0,98927.6,25500.0,4690.3,236131.0
688,688,754,1,0.0,1063759.2,1169807.8,0.0,42900.0,1020859.2,1155450.0,14357.8,0.0
689,689,755,1,0.0,228140.4,249968.2,123483.0,0.0,104657.4,248164.0,1804.2,0.0
690,690,756,1,0.0,24262.2,41611.9,17920.0,0.0,6342.2,800.0,479.9,40332.0
691,691,757,1,0.0,247136.6,263494.2,131316.0,0.0,115820.6,48000.0,5746.2,209748.0
692,692,758,1,0.0,292609.2,312470.5,0.0,0.0,292609.2,306346.0,6124.5,0.0
693,693,759,1,0.0,27160.6,48580.7,21450.0,0.0,5710.6,900.0,880.7,46800.0
694,694,760,1,0.0,86518.8,121188.1,34866.0,0.0,51652.8,1100.0,2604.1,117484.0
695,695,761,1,154192.0,444417.2,625538.6,232496.0,6000.0,360113.2,620307.0,5231.6,0.0
696,696,762,1,0.0,52929.0,71631.5,34980.0,0.0,17949.0,400.0,1251.5,69980.0
697,697,763,1,0.0,460727.60000000003,502425.0,242568.0,0.0,218159.6,498084.0,4341.0,0.0
698,698,764,1,0.0,188685.6,215438.1,128688.0,0.0,59997.6,800.0,4310.1,210328.0
699,699,765,1,213669.0,1716537.2,2011533.8,866024.0,0.0,1064182.2,29000.0,9139.8,1973394.0
700,700,766,1,0.0,452091.8,486138.8,127176.0,0.0,324915.8,483038.5,3100.3,0.0
701,701,767,1,0.0,312382.4,369219.5,158746.0,0.0,153636.4,363152.5,6067.0,0.0
702,702,768,1,74633.0,352944.0,466743.5,181725.0,0.0,245852.0,463347.0,3396.5,0.0
703,703,770,1,0.0,156949.2,182207.3,39608.0,0.0,117341.2,500.0,2913.3,178794.0
704,704,771,2,0.0,448420.4,540891.9,172903.0,0.0,275517.4,332684.0,9477.9,198730.0
705,705,772,1,0.0,122305.2,142193.4,72688.0,0.0,49617.2,16900.0,2490.4,122803.0
706,706,773,1,0.0,1365819.0,1423449.9,356070.0,0.0,1009749.0,1410700.0,12749.9,0.0
707,707,774,1,0.0,100572.59999999999,125584.8,38456.0,0.0,62116.6,1100.0,1920.8,122564.0
708,708,775,1,0.0,244477.0,269231.3,112698.0,0.0,131779.0,267248.0,1983.3,0.0
709,709,776,1,0.0,604763.8,668940.1,291904.0,0.0,312859.8,658008.0,10932.1,0.0
710,710,777,1,0.0,638698.6,668722.7,364808.0,0.0,273890.6,661325.0,7397.7,0.0
711,711,778,1,0.0,1010892.0,1064506.8,570716.0,0.0,440176.0,1053962.0,10544.8,0.0
712,712,779,1,0.0,384630.2,403353.4,198018.0,0.0,186612.2,396642.5,6710.9,0.0
713,713,780,1,0.0,117970.0,146231.8,69825.0,0.0,48145.0,900.0,2651.8,142680.0
714,714,781,2,0.0,262580.0,328207.8,108576.0,0.0,154004.0,1100.0,5211.8,321896.0
715,715,782,2,0.0,194840.8,234360.6,129700.0,0.0,65140.799999999996,1200.0,3674.6,229486.0
716,716,783,1,0.0,150577.0,181718.3,63036.0,0.0,87541.0,900.0,3418.3,177400.0
717,717,784,1,0.0,56073.2,85796.4,25571.0,0.0,30502.2,84299.0,1497.4,0.0
718,718,785,1,0.0,144927.6,166102.1,99076.0,0.0,45851.6,1100.0,3689.1,161313.0
719,719,786,1,264175.0,1697220.4,2070534.2,146878.0,10200.0,1804317.4,31800.0,14450.2,2024284.0
720,720,787,1,0.0,355880.0,381454.1,193550.0,0.0,162330.0,376920.0,4534.1,0.0
721,721,788,2,0.0,562816.8,664063.2,143648.0,0.0,419168.8,422419.0,13237.2,228407.0
722,722,789,2,22955.0,1506475.4000000001,1609235.3,430615.0,11700.0,1087115.4,1590414.0,18821.3,0.0
723,723,790,1,0.0,657552.6,691124.3,0.0,0.0,657552.6,685422.0,5702.3,0.0
724,724,792,1,63668.0,410724.8,526256.4,0.0,0.0,474392.8,32200.0,5616.4,488440.0
725,725,793,2,0.0,1553113.6,1659335.2,592078.0,91700.0,869335.6,1496069.0,19938.2,143328.0
726,726,794,1,0.0,118030.8,173197.7,44514.0,0.0,73516.8,171302.0,1895.7,0.0
727,727,795,1,0.0,143073.6,169372.0,70308.0,0.0,72765.6,44000.0,5242.0,120130.0
728,728,796,1,0.0,233647.6,264679.6,108655.0,0.0,124992.6,259858.0,4821.6,0.0
729,729,797,1,0.0,410014.4,465289.4,177864.0,0.0,232150.4,460921.5,4367.9,0.0
730,730,798,1,0.0,396817.6,468646.9,0.0,0.0,396817.6,458720.0,9926.9,0.0
731,731,799,2,0.0,331214.2,361635.5,175762.0,0.0,155452.2,39900.0,5710.5,316025.0
732,732,800,1,0.0,139064.4,163209.5,80011.0,0.0,59053.4,1000.0,2307.5,159902.0
733,733,801,1,480078.0,1674333.0,2232897.1,408733.0,21800.0,1723878.0,40700.0,11602.1,2180595.0
734,734,802,1,0.0,188441.4,213680.7,82550.0,0.0,105891.4,212551.0,1129.7,0.0
735,735,803,1,102634.0,272965.0,390995.7,0.0,0.0,375599.0,34100.0,3490.7,353405.0
736,736,804,1,0.0,494812.8,578037.9,87377.0,0.0,407435.8,571233.0,6804.9,0.0
737,737,805,1,0.0,284480.0,332873.60000000003,0.0,0.0,284480.0,323841.0,9032.6,0.0
738,738,806,2,0.0,372192.8,413308.1,192470.0,0.0,179722.8,362760.0,5832.1,44716.0
739,739,807,1,89845.0,423448.6,571869.6,81888.0,16100.0,415305.6,565930.0,5939.6,0.0
740,740,808,1,0.0,433093.2,461388.0,239646.0,0.0,193447.2,456407.0,4981.0,0.0
741,741,809,1,0.0,256195.2,332154.3,63120.0,16700.0,176375.2,329038.0,3116.3,0.0
742,742,810,2,0.0,362588.6,410704.7,138617.0,0.0,223971.6,322818.5,5320.2,82566.0
743,743,811,2,0.0,1785644.8,1866172.8,133814.0,0.0,1651830.8,1560854.0,17318.8,288000.0
744,744,812,1,0.0,120356.59999999999,141009.4,74550.0,0.0,45806.6,800.0,1759.4,138450.0
745,745,813,1,0.0,751738.0,806404.4,157320.0,0.0,594418.0,799462.0,6942.4,0.0
746,746,814,1,0.0,1022737.8,1122417.9,431298.0,0.0,591439.8,1108040.0,14377.9,0.0
747,747,815,2,0.0,1679152.4,1805720.4,475022.0,14700.0,1189430.4,1364764.0,21372.4,419584.0
748,748,816,1,0.0,259076.4,316386.0,123899.0,0.0,135177.4,312076.0,4310.0,0.0
749,749,817,1,0.0,1041673.0,1146108.2,156289.0,48700.0,836684.0,1134908.0,11200.2,0.0
750,750,819,2,0.0,517647.0,565032.3,261352.0,0.0,256295.0,373460.0,7817.3,183755.0
751,751,820,1,0.0,173942.2,197498.3,60088.0,0.0,113854.2,600.0,3074.3,193824.0
752,752,821,1,0.0,340207.8,389006.5,84672.0,0.0,255535.8,384007.0,4999.5,0.0
753,753,822,2,0.0,593793.2,645128.8,293717.0,0.0,300076.2,1400.0,10630.8,633098.0
754,754,823,1,0.0,734606.4,821103.5,263830.0,31100.0,439676.4,811460.0,9643.5,0.0
755,755,824,1,0.0,1511729.2,1566392.0,425124.0,0.0,1086605.2,1549429.0,16963.0,0.0
756,756,825,1,0.0,439141.4,464904.8,248045.0,0.0,191096.4,461414.0,3490.8,0.0
757,757,826,1,70099.0,471819.8,646332.1,10873.8,1800.0,529245.0,640160.0,6172.1,0.0
758,758,827,2,0.0,451101.2,525119.2,80360.0,0.0,370741.2,377486.0,9833.2,137800.0
759,759,828,1,0.0,85018.6,104581.9,23208.0,0.0,61810.6,1100.0,1017.9,102464.0
760,760,829,2,0.0,1725623.6,1770542.9,472587.0,36500.0,1216536.6,1686640.0,13507.9,70395.0
761,761,830,1,530641.0,1813565.6,2435536.3,502902.0,0.0,1841304.6,6300.0,15440.3,2413796.0
762,762,832,1,0.0,120531.2,143871.8,62810.0,0.0,57721.2,141846.0,2025.8,0.0
763,763,833,1,0.0,555863.2,626294.1,120142.0,0.0,435721.2,620322.0,5972.1,0.0
764,764,834,1,160768.0,1336083.4,1573397.8,47133.0,0.0,1449718.4,1566752.0,6645.8,0.0
765,765,836,2,0.0,568249.2,697790.3,164016.0,10900.0,393333.2,421584.0,14616.3,261590.0
766,766,837,1,0.0,143184.2,162593.5,61893.0,0.0,81291.2,700.0,2539.5,159354.0
767,767,838,2,352017.0,3291176.2,3781512.5,270756.0,12100.0,3360337.2,1793009.0,17639.5,1970864.0
768,768,839,1,122668.0,935085.8,1114347.3,434158.0,0.0,623595.8,42400.0,10995.3,1060952.0
769,769,840,2,569290.0,1030741.9,1666662.4,142093.80000000002,0.0,1457938.1,115800.0,18193.4,1532669.0
770,770,841,1,0.0,184573.4,208082.7,0.0,0.0,184573.4,204773.0,3309.7,0.0
771,771,842,2,0.0,1476578.6,1610148.0,331842.0,40400.0,1104336.6,1591534.0,18614.0,0.0
772,772,843,1,0.0,1160321.2,1207445.3,238035.0,0.0,922286.2,1197127.0,10318.3,0.0
773,773,844,1,0.0,285961.2,308350.1,166446.0,0.0,119515.2,38000.0,4829.1,265521.0
774,774,845,1,0.0,1496602.6,1553359.6,626759.0,2700.0,867143.6,1541942.0,11417.6,0.0
775,775,846,1,0.0,99645.8,119068.4,55797.0,0.0,43848.799999999996,18100.0,2496.4,98472.0
776,776,847,1,0.0,62861.0,87270.5,47439.0,0.0,15422.0,1000.0,1545.5,84725.0
777,777,848,1,303676.0,1338100.0,1728613.8,0.0,0.0,1641776.0,1716565.0,12048.8,0.0
778,778,849,1,0.0,1241601.4,1282894.2,0.0,24000.0,1217601.4,1274121.0,8773.2,0.0
779,779,850,1,0.0,43599.0,64034.0,31110.0,0.0,12489.0,600.0,1194.0,62240.0
780,780,852,1,0.0,255448.6,311549.8,101208.0,6400.0,147840.6,308027.5,3522.3,0.0
781,781,853,2,0.0,82289.2,113303.4,25404.0,0.0,56885.2,46400.0,1147.4,65756.0
782,782,854,1,203323.0,1515792.8,1777007.6,237384.0,0.0,1481731.8,1769433.0,7574.6,0.0
783,783,855,1,0.0,193699.2,240885.9,55512.0,0.0,138187.2,1100.0,4317.9,235468.0
784,784,856,1,0.0,751610.2000000001,804343.5,289370.0,0.0,462240.2,797731.0,6612.5,0.0
785,785,857,2,499366.0,3152819.8,3770240.3,0.0,13300.0,3638885.8,68849.0,18775.3,3682616.0
786,786,858,1,0.0,150337.6,175182.5,67504.0,0.0,82833.6,172769.0,2413.5,0.0
787,787,859,2,0.0,1215578.0,1350276.1,241121.0,28700.0,945757.0,1339313.0,10963.1,0.0
788,788,860,1,0.0,379726.2,441384.4,57978.0,12100.0,309648.2,436774.0,4610.4,0.0
789,789,861,1,0.0,123019.4,144983.6,85880.0,0.0,37139.4,400.0,2859.6,141724.0
790,790,862,1,527388.0,2397670.0,3030535.5,0.0,153900.0,2771158.0,3010929.0,19606.5,0.0
791,791,863,1,127661.0,918097.2,1087897.2,154176.0,0.0,891582.2,1082542.0,5355.2,0.0
792,792,865,2,0.0,1068535.8,1194273.4,77196.0,5100.0,986239.8,1179880.0,14393.4,0.0
793,793,866,1,0.0,592111.2,626341.5,101244.0,31900.0,458967.2,620612.0,5729.5,0.0
794,794,867,1,0.0,188414.2,205979.3,46710.0,0.0,141704.2,800.0,2523.3,202656.0
795,795,868,1,0.0,543729.4,582433.9,295960.0,0.0,247769.4,577044.0,5389.9,0.0
796,796,869,1,0.0,385740.0,418824.9,216950.0,0.0,168790.0,413240.0,5584.9,0.0
797,797,870,1,0.0,396955.8,413919.2,242676.0,0.0,154279.8,1100.0,5295.2,407524.0
798,798,871,1,0.0,33448.8,68747.6,19992.0,0.0,13456.8,18500.0,1510.6,48737.0
799,799,872,1,355565.0,1495845.0,1955137.7,368745.0,0.0,1482665.0,16600.0,14439.7,1924098.0
800,800,873,1,0.0,870132.2000000001,890523.7,0.0,0.0,870132.2000000001,881340.0,9183.7,0.0
801,801,874,2,0.0,1029811.4,1089655.9,174100.0,0.0,855711.4,1076960.0,12695.9,0.0
802,802,875,1,0.0,739205.0,763623.8,312576.0,0.0,426629.0,755500.0,8123.8,0.0
803,803,876,1,0.0,56187.4,75743.3,40940.0,0.0,15247.4,600.0,1439.3,73704.0
804,804,877,1,20028.0,315868.0,338159.3,51228.0,0.0,284668.0,336083.0,2076.2999999999997,0.0
805,805,878,1,0.0,276651.4,302357.2,185400.0,0.0,91251.4,1000.0,4653.2,296704.0
806,806,879,1,0.0,715550.0,797814.4,129225.0,31400.0,554925.0,790100.0,7714.4,0.0
807,807,880,2,0.0,258228.8,288155.2,83694.0,0.0,174534.8,144159.0,5536.2,138460.0
808,808,882,2,0.0,1781981.2,1901306.3,478484.0,0.0,1303497.2,1881943.0,19363.3,0.0
809,809,883,1,0.0,66446.0,90914.0,29180.0,0.0,37266.0,500.0,1194.0,89220.0
810,810,884,1,0.0,410234.4,430473.1,0.0,0.0,410234.4,422170.0,8303.1,0.0
811,811,885,1,69733.0,1225960.0,1375041.9,0.0,0.0,1295693.0,1367782.0,7259.900000000001,0.0
812,812,886,1,0.0,1386825.4,1458793.3,195275.0,0.0,1191550.4,1451694.0,7099.3,0.0
813,813,887,1,26529.0,392062.7,448708.4,168214.5,0.0,250377.2,445411.0,3297.4,0.0
814,814,888,2,0.0,824408.2,886171.8,328048.0,0.0,496360.2,577298.0,8508.8,300365.0
815,815,889,1,332514.0,1532770.5,1892924.3,248950.5,0.0,1616334.0,1880128.0,12796.3,0.0
816,816,890,1,0.0,137182.2,181699.9,28160.0,0.0,109022.2,180245.0,1454.9,0.0
817,817,891,2,0.0,1123595.4,1325124.8,207522.0,36000.0,880073.4,1305566.0,19558.8,0.0
818,818,892,1,0.0,301529.6,355181.7,150604.0,0.0,150925.6,349073.0,6108.7,0.0
819,819,893,1,0.0,616112.0,699750.0,321555.0,0.0,294557.0,691151.0,8599.0,0.0
820,820,894,1,0.0,460863.6,558874.7,0.0,11400.0,449463.6,547442.0,11432.7,0.0
821,821,895,1,0.0,176000.0,205145.3,85575.0,0.0,90425.0,800.0,2685.3,201660.0
822,822,896,1,210437.0,1614574.8,1899836.7,613128.0,0.0,1211883.8,38100.0,11140.7,1850596.0
823,823,897,1,0.0,1499023.0,1602928.1,346360.0,8900.0,1143763.0,1590085.0,12843.1,0.0
824,824,898,1,0.0,82153.4,110881.8,47196.0,0.0,34957.4,800.0,1793.8,108288.0
825,825,899,1,0.0,140579.0,157848.2,56914.0,0.0,83665.0,300.0,1848.2,155700.0
826,826,900,1,0.0,325346.0,347130.8,158834.0,0.0,166512.0,344380.0,2750.8,0.0
827,827,901,1,0.0,180867.6,239955.8,93907.0,0.0,86960.6,237209.0,2746.8,0.0
828,828,902,2,0.0,578230.0,681008.7,48960.0,0.0,529270.0,587035.0,6853.7,87120.0
829,829,903,1,0.0,314793.0,341669.7,166760.0,0.0,148033.0,500.0,5169.7,336000.0
830,830,904,1,0.0,547837.8,561963.1,125656.0,0.0,422181.8,557192.0,4771.1,0.0
831,831,905,1,0.0,169680.6,217475.2,72974.0,0.0,96706.6,213463.0,4012.2,0.0
832,832,906,1,0.0,26200.0,117719.4,0.0,0.0,26200.0,113500.0,4219.400000000001,0.0
833,833,907,1,0.0,538072.2000000001,558136.4,215232.0,45200.0,277640.2,553805.0,4331.4,0.0
834,834,908,1,223498.0,1573339.4,1836554.6,462501.39999999997,0.0,1334336.0,1000.0,6345.6,1829209.0
835,835,909,2,0.0,532157.2,592922.8,158517.0,0.0,373640.2,412523.5,5732.3,174667.0
836,836,910,2,0.0,680364.2,801269.2,288291.0,1900.0,390173.2,652075.0,7624.2,141570.0
837,837,911,1,0.0,293479.0,353833.4,91056.0,0.0,202423.0,600.0,6193.4,347040.0
838,838,913,1,0.0,75166.2,89432.9,48775.0,0.0,26391.2,700.0,1279.9,87453.0
839,839,914,1,0.0,315356.0,358402.6,75530.0,4500.0,235326.0,356340.0,2062.6,0.0
840,840,915,1,0.0,243654.4,296258.0,103211.0,0.0,140443.4,292456.0,3802.0,0.0
841,841,916,2,0.0,1523272.8,1605466.0,282880.0,0.0,1240392.8,1591931.0,13535.0,0.0
842,842,917,2,249807.0,1985772.1,2280121.8,441448.0,0.0,1794131.1,2266871.0,13250.8,0.0
843,843,918,1,0.0,383311.4,416805.4,104760.0,0.0,278551.4,800.0,7045.4,408960.0
844,844,919,1,0.0,164115.0,220543.7,94671.0,2000.0,67444.0,1000.0,6693.7,212850.0
845,845,920,1,0.0,924197.0,987764.0,0.0,0.0,924197.0,978094.5,9669.5,0.0
846,846,921,1,0.0,216426.2,282633.5,70551.0,0.0,145875.2,280551.0,2082.5,0.0
847,847,922,1,0.0,727801.4,772652.7,114898.0,0.0,612903.4,766300.0,6352.7,0.0
848,848,923,1,0.0,888413.2,972891.5,0.0,60600.0,827813.2,962165.0,10726.5,0.0
849,849,924,1,0.0,244022.2,308396.9,126021.0,0.0,118001.2,304135.5,4261.4,0.0
850,850,925,1,297639.0,1184300.0,1565286.5,201000.0,0.0,1280939.0,1557544.0,7742.5,0.0
851,851,926,1,0.0,218746.4,242549.1,146752.0,0.0,71994.4,300.0,4889.1,237360.0
852,852,927,1,0.0,859022.0,910533.7,493246.0,10200.0,355576.0,900300.0,10233.7,0.0
853,853,928,2,0.0,660246.4,721306.5,375070.0,0.0,285176.4,562267.0,8679.5,150360.0
854,854,930,1,0.0,312716.2,342183.7,156774.0,0.0,155942.19999999998,900.0,4747.7,336536.0
855,855,931,1,0.0,552494.2,634880.7,0.0,31200.0,521294.2,628330.0,6550.7,0.0
856,856,932,2,0.0,1494679.2,1539970.4,528496.0,0.0,966183.2000000001,1528529.0,11441.4,0.0
857,857,933,1,258067.0,1345357.2,1680063.3,101763.0,0.0,1501661.2,1672678.0,7385.3,0.0
858,858,934,2,104383.0,991375.4,1195671.6,314141.0,0.0,781617.4,1182346.0,13325.6,0.0
859,859,935,1,0.0,1763683.6,1816149.1,419420.0,66500.0,1277763.6,1798810.0,17339.1,0.0
860,860,936,1,0.0,325217.6,386506.7,117990.0,0.0,207227.6,400.0,8577.7,377529.0
861,861,937,1,0.0,1177931.6,1238893.3,278853.0,0.0,899078.6,1230054.0,8839.3,0.0
862,862,938,1,0.0,89119.4,127527.4,33615.0,0.0,55504.4,200.0,2155.4,125172.0
863,863,939,1,569146.0,3088880.0,3728414.3,0.0,1800.0,3656226.0,5300.0,19568.3,3703546.0
864,864,940,2,0.0,1168533.2,1227888.5,693662.0,0.0,474871.2,937820.0,11192.5,278876.0
865,865,941,1,0.0,167480.6,214384.4,64195.0,0.0,103285.6,500.0,4538.4,209346.0
866,866,942,1,201900.0,1908105.0,2185193.4,554229.0,0.0,1555776.0,900.0,11624.4,2172669.0
867,867,943,1,0.0,97083.59999999999,117619.4,65751.0,0.0,31332.6,900.0,2167.4,114552.0
868,868,944,2,180697.0,1268652.0,1556813.8,157652.0,0.0,1291697.0,1548114.0,8699.8,0.0
869,869,945,1,0.0,50721.4,93200.6,25110.0,0.0,25611.4,91583.0,1617.6,0.0
870,870,946,1,0.0,79102.2,94192.5,39294.0,0.0,39808.2,20400.0,1742.5,72050.0
871,871,947,1,0.0,138352.8,164051.1,68541.0,0.0,69811.8,42400.0,3243.1,118408.0
872,872,949,1,0.0,171487.6,198573.4,118767.0,0.0,52720.6,900.0,4887.4,192786.0
873,873,950,1,0.0,1486345.8,1554383.8,284439.0,31500.0,1170406.8,1538168.0,16215.8,0.0
874,874,951,1,0.0,1641539.8,1696672.9,0.0,45400.0,1596139.8,1682912.0,13760.9,0.0
875,875,953,1,0.0,155402.2,182422.5,0.0,15000.0,140402.2,176736.0,5686.5,0.0
876,876,954,1,0.0,38646.0,85739.1,0.0,0.0,38646.0,84504.0,1235.1,0.0
877,877,955,1,0.0,1007971.2,1105865.7,120731.0,73000.0,814240.2,1094179.0,11686.7,0.0
878,878,956,1,0.0,207463.8,228189.6,139904.0,0.0,67559.8,800.0,4417.6,222972.0
879,879,957,1,0.0,738308.0,794493.7,327305.0,0.0,411003.0,787380.0,7113.7,0.0
880,880,958,2,17770.0,999271.2,1087666.5,98370.0,8300.0,910371.2,920036.0,6737.5,160893.0
881,881,959,1,0.0,205116.8,291571.8,0.0,2100.0,203016.8,288112.0,3459.8,0.0
882,882,960,1,0.0,418734.4,450324.3,0.0,0.0,418734.4,441200.0,9124.3,0.0
883,883,961,1,0.0,327641.2,369293.0,112892.0,0.0,214749.2,200.0,7713.0,361380.0
884,884,962,2,165584.0,1395563.8,1656513.3,440830.0,29000.0,1091317.8,746362.0,14921.3,895230.0
885,885,963,1,0.0,367727.8,409572.9,252608.0,0.0,115119.8,600.0,6344.9,402628.0
886,886,966,1,0.0,425532.2,447609.2,0.0,0.0,425532.2,439472.0,8137.2,0.0
887,887,967,1,0.0,284813.6,312503.5,132320.0,0.0,152493.6,310977.0,1526.5,0.0
888,888,968,1,152542.0,1202577.4,1397759.9,430457.6,0.0,924661.8,9400.0,9671.9,1378688.0
889,889,969,1,0.0,526185.0,544113.3,200468.0,0.0,325717.0,539530.5,4582.8,0.0
890,890,970,1,281851.0,1712806.0,2092917.4,450306.0,0.0,1544351.0,2082177.0,10740.4,0.0
891,891,971,1,168676.0,688861.8,886134.9,378653.0,0.0,478884.8,60300.0,5283.9,820551.0
892,892,972,1,0.0,172206.2,224833.3,63144.0,0.0,109062.2,223152.0,1681.3,0.0
