,client_id,account_id,type,amount_x,operation,amount_y,_merge,_merge2
3362,466.0,231,INCOME,454595.4,CHOICE,220411.0,both,both
3363,466.0,231,INCOME,454595.4,DEPOSIT,449965.0,both,both
3364,467.0,137,EXPENDITURE,123549.4,ACCOUNT TRANSFER,31712.0,both,both
3365,467.0,137,EXPENDITURE,123549.4,CHOICE,91837.4,both,both
3366,467.0,137,EXPENDITURE,123549.4,DEPOSIT,400.0,both,both
3367,467.0,137,EXPENDITURE,123549.4,TRANSFER FROM ACCOUNT,145968.0,both,both
3368,467.0,137,INCOME,148487.9,ACCOUNT TRANSFER,31712.0,both,both
3369,467.0,137,INCOME,148487.9,CHOICE,91837.4,both,both
3370,467.0,137,INCOME,148487.9,DEPOSIT,400.0,both,both
3371,467.0,137,INCOME,148487.9,TRANSFER FROM ACCOUNT,145968.0,both,both
3372,468.0,441,EXPENDITURE,606928.2,CHOICE,606928.2,both,both
3373,468.0,441,EXPENDITURE,606928.2,DEPOSIT,662322.0,both,both
3374,468.0,441,INCOME,672137.0,CHOICE,606928.2,both,both
3375,468.0,441,INCOME,672137.0,DEPOSIT,662322.0,both,both
3376,469.0,417,EXPENDITURE,885779.2000000001,ACCOUNT TRANSFER,444001.0,both,both
3377,469.0,417,EXPENDITURE,885779.2000000001,CHOICE,441778.2,both,both
3378,469.0,417,EXPENDITURE,885779.2000000001,DEPOSIT,928523.0,both,both
3379,469.0,417,INCOME,937130.5,ACCOUNT TRANSFER,444001.0,both,both
3380,469.0,417,INCOME,937130.5,CHOICE,441778.2,both,both
3381,469.0,417,INCOME,937130.5,DEPOSIT,928523.0,both,both
3382,470.0,162,EXPENDITURE,157304.2,ACCOUNT TRANSFER,115797.0,both,both
3383,470.0,162,EXPENDITURE,157304.2,CHOICE,41507.2,both,both
3384,470.0,162,EXPENDITURE,157304.2,DEPOSIT,700.0,both,both
3385,470.0,162,EXPENDITURE,157304.2,TRANSFER FROM ACCOUNT,194768.0,both,both
3386,470.0,162,INCOME,199719.5,ACCOUNT TRANSFER,115797.0,both,both
3387,470.0,162,INCOME,199719.5,CHOICE,41507.2,both,both
3388,470.0,162,INCOME,199719.5,DEPOSIT,700.0,both,both
3389,470.0,162,INCOME,199719.5,TRANSFER FROM ACCOUNT,194768.0,both,both
3390,471.0,242,CHOICE,127553.0,CARD,5300.0,both,both
3391,471.0,242,CHOICE,127553.0,CHOICE,830543.2,both,both
3392,471.0,242,CHOICE,127553.0,DEPOSIT,951968.0,both,both
3393,471.0,242,EXPENDITURE,708290.2,CARD,5300.0,both,both
3394,471.0,242,EXPENDITURE,708290.2,CHOICE,830543.2,both,both
3395,471.0,242,EXPENDITURE,708290.2,DEPOSIT,951968.0,both,both
3396,471.0,242,INCOME,958537.3,CARD,5300.0,both,both
3397,471.0,242,INCOME,958537.3,CHOICE,830543.2,both,both
3398,471.0,242,INCOME,958537.3,DEPOSIT,951968.0,both,both
3399,472.0,214,EXPENDITURE,548884.0,CHOICE,548884.0,both,both
3400,472.0,214,EXPENDITURE,548884.0,DEPOSIT,608157.0,both,both
3401,472.0,214,INCOME,614289.7,CHOICE,548884.0,both,both
3402,472.0,214,INCOME,614289.7,DEPOSIT,608157.0,both,both
3403,473.0,144,EXPENDITURE,109129.2,ACCOUNT TRANSFER,45628.0,both,both
3404,473.0,144,EXPENDITURE,109129.2,CHOICE,63501.2,both,both
3405,473.0,144,EXPENDITURE,109129.2,DEPOSIT,43700.0,both,both
3406,473.0,144,EXPENDITURE,109129.2,TRANSFER FROM ACCOUNT,83997.0,both,both
3407,473.0,144,INCOME,130529.4,ACCOUNT TRANSFER,45628.0,both,both
3408,473.0,144,INCOME,130529.4,CHOICE,63501.2,both,both
3409,473.0,144,INCOME,130529.4,DEPOSIT,43700.0,both,both
3410,473.0,144,INCOME,130529.4,TRANSFER FROM ACCOUNT,83997.0,both,both
3411,474.0,123,EXPENDITURE,250425.0,ACCOUNT TRANSFER,131733.0,both,both
3412,474.0,123,EXPENDITURE,250425.0,CHOICE,118692.0,both,both
3413,474.0,123,EXPENDITURE,250425.0,DEPOSIT,264875.0,both,both
3414,474.0,123,INCOME,267491.9,ACCOUNT TRANSFER,131733.0,both,both
3415,474.0,123,INCOME,267491.9,CHOICE,118692.0,both,both
3416,474.0,123,INCOME,267491.9,DEPOSIT,264875.0,both,both
3417,475.0,565,EXPENDITURE,1288456.6,ACCOUNT TRANSFER,428787.0,both,both
3418,475.0,565,EXPENDITURE,1288456.6,CHOICE,859669.6,both,both
3419,475.0,565,EXPENDITURE,1288456.6,DEPOSIT,1237824.0,both,both
3420,475.0,565,EXPENDITURE,1288456.6,TRANSFER FROM ACCOUNT,141607.0,both,both
3421,475.0,565,INCOME,1392327.7,ACCOUNT TRANSFER,428787.0,both,both
3422,475.0,565,INCOME,1392327.7,CHOICE,859669.6,both,both
3423,475.0,565,INCOME,1392327.7,DEPOSIT,1237824.0,both,both
3424,475.0,565,INCOME,1392327.7,TRANSFER FROM ACCOUNT,141607.0,both,both
3425,476.0,89,CHOICE,10867.0,CARD,4800.0,both,both
3426,476.0,89,CHOICE,10867.0,CHOICE,397317.0,both,both
3427,476.0,89,CHOICE,10867.0,DEPOSIT,442505.0,both,both
3428,476.0,89,EXPENDITURE,391250.0,CARD,4800.0,both,both
3429,476.0,89,EXPENDITURE,391250.0,CHOICE,397317.0,both,both
3430,476.0,89,EXPENDITURE,391250.0,DEPOSIT,442505.0,both,both
3431,476.0,89,INCOME,446821.0,CARD,4800.0,both,both
3432,476.0,89,INCOME,446821.0,CHOICE,397317.0,both,both
3433,476.0,89,INCOME,446821.0,DEPOSIT,442505.0,both,both
3434,477.0,370,CHOICE,531225.0,CHOICE,2835501.0,both,both
3435,477.0,370,CHOICE,531225.0,DEPOSIT,69400.0,both,both
3436,477.0,370,CHOICE,531225.0,TRANSFER FROM ACCOUNT,2854263.0,both,both
3437,477.0,370,EXPENDITURE,2304276.0,CHOICE,2835501.0,both,both
3438,477.0,370,EXPENDITURE,2304276.0,DEPOSIT,69400.0,both,both
3439,477.0,370,EXPENDITURE,2304276.0,TRANSFER FROM ACCOUNT,2854263.0,both,both
3440,477.0,370,INCOME,2938732.5,CHOICE,2835501.0,both,both
3441,477.0,370,INCOME,2938732.5,DEPOSIT,69400.0,both,both
3442,477.0,370,INCOME,2938732.5,TRANSFER FROM ACCOUNT,2854263.0,both,both
3443,478.0,699,EXPENDITURE,966998.8,ACCOUNT TRANSFER,565436.0,both,both
3444,478.0,699,EXPENDITURE,966998.8,CHOICE,401562.8,both,both
3445,478.0,699,EXPENDITURE,966998.8,DEPOSIT,572108.0,both,both
3446,478.0,699,EXPENDITURE,966998.8,TRANSFER FROM ACCOUNT,446904.0,both,both
3447,478.0,699,INCOME,1031442.0,ACCOUNT TRANSFER,565436.0,both,both
3448,478.0,699,INCOME,1031442.0,CHOICE,401562.8,both,both
3449,478.0,699,INCOME,1031442.0,DEPOSIT,572108.0,both,both
3450,478.0,699,INCOME,1031442.0,TRANSFER FROM ACCOUNT,446904.0,both,both
3451,479.0,294,EXPENDITURE,594671.6,ACCOUNT TRANSFER,240640.0,both,both
3452,479.0,294,EXPENDITURE,594671.6,CHOICE,354031.6,both,both
3453,479.0,294,EXPENDITURE,594671.6,DEPOSIT,666986.0,both,both
3454,479.0,294,INCOME,675155.5,ACCOUNT TRANSFER,240640.0,both,both
3455,479.0,294,INCOME,675155.5,CHOICE,354031.6,both,both
3456,479.0,294,INCOME,675155.5,DEPOSIT,666986.0,both,both
3457,480.0,161,CHOICE,28960.0,ACCOUNT TRANSFER,99162.0,both,both
3458,480.0,161,CHOICE,28960.0,CHOICE,307040.0,both,both
3459,480.0,161,CHOICE,28960.0,DEPOSIT,2800.0,both,both
3460,480.0,161,CHOICE,28960.0,TRANSFER FROM ACCOUNT,436699.0,both,both
3461,480.0,161,EXPENDITURE,377242.0,ACCOUNT TRANSFER,99162.0,both,both
3462,480.0,161,EXPENDITURE,377242.0,CHOICE,307040.0,both,both
3463,480.0,161,EXPENDITURE,377242.0,DEPOSIT,2800.0,both,both
3464,480.0,161,EXPENDITURE,377242.0,TRANSFER FROM ACCOUNT,436699.0,both,both
3465,480.0,161,INCOME,442671.7,ACCOUNT TRANSFER,99162.0,both,both
3466,480.0,161,INCOME,442671.7,CHOICE,307040.0,both,both
3467,480.0,161,INCOME,442671.7,DEPOSIT,2800.0,both,both
3468,480.0,161,INCOME,442671.7,TRANSFER FROM ACCOUNT,436699.0,both,both
3469,481.0,62,EXPENDITURE,67419.2,ACCOUNT TRANSFER,27917.0,both,both
3470,481.0,62,EXPENDITURE,67419.2,CHOICE,39502.2,both,both
3471,481.0,62,EXPENDITURE,67419.2,DEPOSIT,94614.0,both,both
3472,481.0,62,INCOME,95708.5,ACCOUNT TRANSFER,27917.0,both,both
3473,481.0,62,INCOME,95708.5,CHOICE,39502.2,both,both
3474,481.0,62,INCOME,95708.5,DEPOSIT,94614.0,both,both
3475,483.0,106,EXPENDITURE,79138.59999999999,ACCOUNT TRANSFER,31542.0,both,both
3476,483.0,106,EXPENDITURE,79138.59999999999,CHOICE,47596.6,both,both
3477,483.0,106,EXPENDITURE,79138.59999999999,DEPOSIT,500.0,both,both
3478,483.0,106,EXPENDITURE,79138.59999999999,TRANSFER FROM ACCOUNT,127140.0,both,both
3479,483.0,106,INCOME,130831.8,ACCOUNT TRANSFER,31542.0,both,both
3480,483.0,106,INCOME,130831.8,CHOICE,47596.6,both,both
3481,483.0,106,INCOME,130831.8,DEPOSIT,500.0,both,both
3482,483.0,106,INCOME,130831.8,TRANSFER FROM ACCOUNT,127140.0,both,both
3483,484.0,243,EXPENDITURE,206798.8,ACCOUNT TRANSFER,137788.0,both,both
3484,484.0,243,EXPENDITURE,206798.8,CHOICE,69010.8,both,both
3485,484.0,243,EXPENDITURE,206798.8,DEPOSIT,1100.0,both,both
3486,484.0,243,EXPENDITURE,206798.8,TRANSFER FROM ACCOUNT,223554.0,both,both
3487,484.0,243,INCOME,228056.3,ACCOUNT TRANSFER,137788.0,both,both
3488,484.0,243,INCOME,228056.3,CHOICE,69010.8,both,both
3489,484.0,243,INCOME,228056.3,DEPOSIT,1100.0,both,both
3490,484.0,243,INCOME,228056.3,TRANSFER FROM ACCOUNT,223554.0,both,both
3491,486.0,138,EXPENDITURE,100670.4,ACCOUNT TRANSFER,57550.0,both,both
3492,486.0,138,EXPENDITURE,100670.4,CHOICE,43120.4,both,both
3493,486.0,138,EXPENDITURE,100670.4,DEPOSIT,13700.0,both,both
3494,486.0,138,EXPENDITURE,100670.4,TRANSFER FROM ACCOUNT,100166.0,both,both
3495,486.0,138,INCOME,115738.7,ACCOUNT TRANSFER,57550.0,both,both
3496,486.0,138,INCOME,115738.7,CHOICE,43120.4,both,both
3497,486.0,138,INCOME,115738.7,DEPOSIT,13700.0,both,both
3498,486.0,138,INCOME,115738.7,TRANSFER FROM ACCOUNT,100166.0,both,both
3499,487.0,237,EXPENDITURE,326563.2,CHOICE,326563.2,both,both
3500,487.0,237,EXPENDITURE,326563.2,DEPOSIT,359304.0,both,both
3501,487.0,237,INCOME,365334.2,CHOICE,326563.2,both,both
3502,487.0,237,INCOME,365334.2,DEPOSIT,359304.0,both,both
3503,488.0,28,EXPENDITURE,18400.0,CHOICE,18400.0,both,both
3504,488.0,28,EXPENDITURE,18400.0,DEPOSIT,52300.0,both,both
3505,488.0,28,INCOME,52300.0,CHOICE,18400.0,both,both
3506,488.0,28,INCOME,52300.0,DEPOSIT,52300.0,both,both
3507,489.0,508,EXPENDITURE,588631.4,ACCOUNT TRANSFER,328837.0,both,both
3508,489.0,508,EXPENDITURE,588631.4,CHOICE,259794.4,both,both
3509,489.0,508,EXPENDITURE,588631.4,DEPOSIT,602650.0,both,both
3510,489.0,508,INCOME,609705.5,ACCOUNT TRANSFER,328837.0,both,both
3511,489.0,508,INCOME,609705.5,CHOICE,259794.4,both,both
3512,489.0,508,INCOME,609705.5,DEPOSIT,602650.0,both,both
3513,490.0,105,EXPENDITURE,405215.0,ACCOUNT TRANSFER,91936.0,both,both
3514,490.0,105,EXPENDITURE,405215.0,CARD,7600.0,both,both
3515,490.0,105,EXPENDITURE,405215.0,CHOICE,305679.0,both,both
3516,490.0,105,EXPENDITURE,405215.0,DEPOSIT,452362.0,both,both
3517,490.0,105,INCOME,456089.8,ACCOUNT TRANSFER,91936.0,both,both
3518,490.0,105,INCOME,456089.8,CARD,7600.0,both,both
3519,490.0,105,INCOME,456089.8,CHOICE,305679.0,both,both
3520,490.0,105,INCOME,456089.8,DEPOSIT,452362.0,both,both
3521,491.0,146,EXPENDITURE,400723.4,CHOICE,400723.4,both,both
3522,491.0,146,EXPENDITURE,400723.4,DEPOSIT,454556.0,both,both
3523,491.0,146,INCOME,459750.3,CHOICE,400723.4,both,both
3524,491.0,146,INCOME,459750.3,DEPOSIT,454556.0,both,both
3525,492.0,59,EXPENDITURE,45716.6,ACCOUNT TRANSFER,33456.0,both,both
3526,492.0,59,EXPENDITURE,45716.6,CHOICE,12260.6,both,both
3527,492.0,59,EXPENDITURE,45716.6,DEPOSIT,700.0,both,both
3528,492.0,59,EXPENDITURE,45716.6,TRANSFER FROM ACCOUNT,66912.0,both,both
3529,492.0,59,INCOME,68469.5,ACCOUNT TRANSFER,33456.0,both,both
3530,492.0,59,INCOME,68469.5,CHOICE,12260.6,both,both
3531,492.0,59,INCOME,68469.5,DEPOSIT,700.0,both,both
3532,492.0,59,INCOME,68469.5,TRANSFER FROM ACCOUNT,66912.0,both,both
3533,493.0,132,EXPENDITURE,120649.4,ACCOUNT TRANSFER,30552.0,both,both
3534,493.0,132,EXPENDITURE,120649.4,CHOICE,90097.4,both,both
3535,493.0,132,EXPENDITURE,120649.4,DEPOSIT,300.0,both,both
3536,493.0,132,EXPENDITURE,120649.4,TRANSFER FROM ACCOUNT,138072.0,both,both
3537,493.0,132,INCOME,139999.7,ACCOUNT TRANSFER,30552.0,both,both
3538,493.0,132,INCOME,139999.7,CHOICE,90097.4,both,both
3539,493.0,132,INCOME,139999.7,DEPOSIT,300.0,both,both
3540,493.0,132,INCOME,139999.7,TRANSFER FROM ACCOUNT,138072.0,both,both
3541,494.0,139,EXPENDITURE,385050.4,CHOICE,385050.4,both,both
3542,494.0,139,EXPENDITURE,385050.4,DEPOSIT,448657.0,both,both
3543,494.0,139,INCOME,454217.3,CHOICE,385050.4,both,both
3544,494.0,139,INCOME,454217.3,DEPOSIT,448657.0,both,both
3545,496.0,248,EXPENDITURE,984397.0,CARD,55500.0,both,both
3546,496.0,248,EXPENDITURE,984397.0,CHOICE,928897.0,both,both
3547,496.0,248,EXPENDITURE,984397.0,DEPOSIT,1058040.5,both,both
3548,496.0,248,INCOME,1072312.4,CARD,55500.0,both,both
3549,496.0,248,INCOME,1072312.4,CHOICE,928897.0,both,both
3550,496.0,248,INCOME,1072312.4,DEPOSIT,1058040.5,both,both
3551,497.0,348,EXPENDITURE,1287663.0,ACCOUNT TRANSFER,343560.0,both,both
3552,497.0,348,EXPENDITURE,1287663.0,CHOICE,944103.0,both,both
3553,497.0,348,EXPENDITURE,1287663.0,DEPOSIT,1297550.0,both,both
3554,497.0,348,INCOME,1305995.1,ACCOUNT TRANSFER,343560.0,both,both
3555,497.0,348,INCOME,1305995.1,CHOICE,944103.0,both,both
3556,497.0,348,INCOME,1305995.1,DEPOSIT,1297550.0,both,both
3557,498.0,265,EXPENDITURE,560703.2,ACCOUNT TRANSFER,225843.0,both,both
3558,498.0,265,EXPENDITURE,560703.2,CARD,9800.0,both,both
3559,498.0,265,EXPENDITURE,560703.2,CHOICE,325060.2,both,both
3560,498.0,265,EXPENDITURE,560703.2,DEPOSIT,640838.0,both,both
3561,498.0,265,INCOME,646969.5,ACCOUNT TRANSFER,225843.0,both,both
3562,498.0,265,INCOME,646969.5,CARD,9800.0,both,both
3563,498.0,265,INCOME,646969.5,CHOICE,325060.2,both,both
3564,498.0,265,INCOME,646969.5,DEPOSIT,640838.0,both,both
3565,500.0,506,EXPENDITURE,401871.8,ACCOUNT TRANSFER,244524.0,both,both
3566,500.0,506,EXPENDITURE,401871.8,CHOICE,157347.8,both,both
3567,500.0,506,EXPENDITURE,401871.8,DEPOSIT,212757.0,both,both
3568,500.0,506,EXPENDITURE,401871.8,TRANSFER FROM ACCOUNT,217425.0,both,both
3569,500.0,506,INCOME,436906.0,ACCOUNT TRANSFER,244524.0,both,both
3570,500.0,506,INCOME,436906.0,CHOICE,157347.8,both,both
3571,500.0,506,INCOME,436906.0,DEPOSIT,212757.0,both,both
3572,500.0,506,INCOME,436906.0,TRANSFER FROM ACCOUNT,217425.0,both,both
3573,501.0,171,EXPENDITURE,375405.60000000003,ACCOUNT TRANSFER,113386.0,both,both
3574,501.0,171,EXPENDITURE,375405.60000000003,CARD,46200.0,both,both
3575,501.0,171,EXPENDITURE,375405.60000000003,CHOICE,215819.6,both,both
3576,501.0,171,EXPENDITURE,375405.60000000003,DEPOSIT,433088.0,both,both
3577,501.0,171,INCOME,439571.4,ACCOUNT TRANSFER,113386.0,both,both
3578,501.0,171,INCOME,439571.4,CARD,46200.0,both,both
3579,501.0,171,INCOME,439571.4,CHOICE,215819.6,both,both
3580,501.0,171,INCOME,439571.4,DEPOSIT,433088.0,both,both
3581,502.0,292,EXPENDITURE,531217.6,CHOICE,531217.6,both,both
3582,502.0,292,EXPENDITURE,531217.6,DEPOSIT,569298.0,both,both
3583,502.0,292,INCOME,578729.9,CHOICE,531217.6,both,both
3584,502.0,292,INCOME,578729.9,DEPOSIT,569298.0,both,both
3585,503.0,112,EXPENDITURE,240826.80000000002,ACCOUNT TRANSFER,130644.0,both,both
3586,503.0,112,EXPENDITURE,240826.80000000002,CHOICE,110182.8,both,both
3587,503.0,112,EXPENDITURE,240826.80000000002,DEPOSIT,264375.0,both,both
3588,503.0,112,INCOME,266270.5,ACCOUNT TRANSFER,130644.0,both,both
3589,503.0,112,INCOME,266270.5,CHOICE,110182.8,both,both
3590,503.0,112,INCOME,266270.5,DEPOSIT,264375.0,both,both
3591,504.0,75,EXPENDITURE,290641.4,ACCOUNT TRANSFER,82110.0,both,both
3592,504.0,75,EXPENDITURE,290641.4,CHOICE,208531.4,both,both
3593,504.0,75,EXPENDITURE,290641.4,DEPOSIT,358872.0,both,both
3594,504.0,75,INCOME,362021.4,ACCOUNT TRANSFER,82110.0,both,both
3595,504.0,75,INCOME,362021.4,CHOICE,208531.4,both,both
3596,504.0,75,INCOME,362021.4,DEPOSIT,358872.0,both,both
3597,505.0,212,EXPENDITURE,132420.6,ACCOUNT TRANSFER,85362.0,both,both
3598,505.0,212,EXPENDITURE,132420.6,CHOICE,47058.6,both,both
3599,505.0,212,EXPENDITURE,132420.6,DEPOSIT,600.0,both,both
3600,505.0,212,EXPENDITURE,132420.6,TRANSFER FROM ACCOUNT,143704.0,both,both
3601,505.0,212,INCOME,147177.9,ACCOUNT TRANSFER,85362.0,both,both
3602,505.0,212,INCOME,147177.9,CHOICE,47058.6,both,both
3603,505.0,212,INCOME,147177.9,DEPOSIT,600.0,both,both
3604,505.0,212,INCOME,147177.9,TRANSFER FROM ACCOUNT,143704.0,both,both
3605,506.0,208,EXPENDITURE,188414.0,ACCOUNT TRANSFER,115800.0,both,both
3606,506.0,208,EXPENDITURE,188414.0,CHOICE,72614.0,both,both
3607,506.0,208,EXPENDITURE,188414.0,DEPOSIT,600.0,both,both
3608,506.0,208,EXPENDITURE,188414.0,TRANSFER FROM ACCOUNT,208575.0,both,both
3609,506.0,208,INCOME,212191.3,ACCOUNT TRANSFER,115800.0,both,both
3610,506.0,208,INCOME,212191.3,CHOICE,72614.0,both,both
3611,506.0,208,INCOME,212191.3,DEPOSIT,600.0,both,both
3612,506.0,208,INCOME,212191.3,TRANSFER FROM ACCOUNT,208575.0,both,both
3613,507.0,361,EXPENDITURE,141520.0,ACCOUNT TRANSFER,98500.0,both,both
3614,507.0,361,EXPENDITURE,141520.0,CHOICE,43020.0,both,both
3615,507.0,361,EXPENDITURE,141520.0,DEPOSIT,700.0,both,both
3616,507.0,361,EXPENDITURE,141520.0,TRANSFER FROM ACCOUNT,162580.0,both,both
3617,507.0,361,INCOME,167656.4,ACCOUNT TRANSFER,98500.0,both,both
3618,507.0,361,INCOME,167656.4,CHOICE,43020.0,both,both
3619,507.0,361,INCOME,167656.4,DEPOSIT,700.0,both,both
3620,507.0,361,INCOME,167656.4,TRANSFER FROM ACCOUNT,162580.0,both,both
3621,508.0,253,CHOICE,168563.0,CHOICE,1407849.2,both,both
3622,508.0,253,CHOICE,168563.0,DEPOSIT,11000.0,both,both
3623,508.0,253,CHOICE,168563.0,TRANSFER FROM ACCOUNT,1481265.0,both,both
3624,508.0,253,EXPENDITURE,1239286.2,CHOICE,1407849.2,both,both
3625,508.0,253,EXPENDITURE,1239286.2,DEPOSIT,11000.0,both,both
3626,508.0,253,EXPENDITURE,1239286.2,TRANSFER FROM ACCOUNT,1481265.0,both,both
3627,508.0,253,INCOME,1506361.3,CHOICE,1407849.2,both,both
3628,508.0,253,INCOME,1506361.3,DEPOSIT,11000.0,both,both
3629,508.0,253,INCOME,1506361.3,TRANSFER FROM ACCOUNT,1481265.0,both,both
3630,509.0,203,EXPENDITURE,119724.8,ACCOUNT TRANSFER,79680.0,both,both
3631,509.0,203,EXPENDITURE,119724.8,CHOICE,40044.8,both,both
3632,509.0,203,EXPENDITURE,119724.8,DEPOSIT,1300.0,both,both
3633,509.0,203,EXPENDITURE,119724.8,TRANSFER FROM ACCOUNT,148283.0,both,both
3634,509.0,203,INCOME,151837.9,ACCOUNT TRANSFER,79680.0,both,both
3635,509.0,203,INCOME,151837.9,CHOICE,40044.8,both,both
3636,509.0,203,INCOME,151837.9,DEPOSIT,1300.0,both,both
3637,509.0,203,INCOME,151837.9,TRANSFER FROM ACCOUNT,148283.0,both,both
3638,510.0,124,CHOICE,20703.0,CHOICE,357903.0,both,both
3639,510.0,124,CHOICE,20703.0,DEPOSIT,8300.0,both,both
3640,510.0,124,CHOICE,20703.0,TRANSFER FROM ACCOUNT,383873.0,both,both
3641,510.0,124,EXPENDITURE,337200.0,CHOICE,357903.0,both,both
3642,510.0,124,EXPENDITURE,337200.0,DEPOSIT,8300.0,both,both
3643,510.0,124,EXPENDITURE,337200.0,TRANSFER FROM ACCOUNT,383873.0,both,both
3644,510.0,124,INCOME,395639.5,CHOICE,357903.0,both,both
3645,510.0,124,INCOME,395639.5,DEPOSIT,8300.0,both,both
3646,510.0,124,INCOME,395639.5,TRANSFER FROM ACCOUNT,383873.0,both,both
3647,511.0,89,EXPENDITURE,72440.4,ACCOUNT TRANSFER,23296.0,both,both
3648,511.0,89,EXPENDITURE,72440.4,CHOICE,49144.4,both,both
3649,511.0,89,EXPENDITURE,72440.4,DEPOSIT,200.0,both,both
3650,511.0,89,EXPENDITURE,72440.4,TRANSFER FROM ACCOUNT,109573.0,both,both
3651,511.0,89,INCOME,111727.3,ACCOUNT TRANSFER,23296.0,both,both
3652,511.0,89,INCOME,111727.3,CHOICE,49144.4,both,both
3653,511.0,89,INCOME,111727.3,DEPOSIT,200.0,both,both
3654,511.0,89,INCOME,111727.3,TRANSFER FROM ACCOUNT,109573.0,both,both
3655,512.0,182,EXPENDITURE,81732.8,ACCOUNT TRANSFER,60784.0,both,both
3656,512.0,182,EXPENDITURE,81732.8,CHOICE,20948.8,both,both
3657,512.0,182,EXPENDITURE,81732.8,DEPOSIT,800.0,both,both
3658,512.0,182,EXPENDITURE,81732.8,TRANSFER FROM ACCOUNT,103752.0,both,both
3659,512.0,182,INCOME,107019.6,ACCOUNT TRANSFER,60784.0,both,both
3660,512.0,182,INCOME,107019.6,CHOICE,20948.8,both,both
3661,512.0,182,INCOME,107019.6,DEPOSIT,800.0,both,both
3662,512.0,182,INCOME,107019.6,TRANSFER FROM ACCOUNT,103752.0,both,both
3663,513.0,334,EXPENDITURE,402645.2,ACCOUNT TRANSFER,106533.0,both,both
3664,513.0,334,EXPENDITURE,402645.2,CHOICE,296112.2,both,both
3665,513.0,334,EXPENDITURE,402645.2,DEPOSIT,1100.0,both,both
3666,513.0,334,EXPENDITURE,402645.2,TRANSFER FROM ACCOUNT,424452.0,both,both
3667,513.0,334,INCOME,431536.0,ACCOUNT TRANSFER,106533.0,both,both
3668,513.0,334,INCOME,431536.0,CHOICE,296112.2,both,both
3669,513.0,334,INCOME,431536.0,DEPOSIT,1100.0,both,both
3670,513.0,334,INCOME,431536.0,TRANSFER FROM ACCOUNT,424452.0,both,both
3671,514.0,160,CHOICE,96117.0,ACCOUNT TRANSFER,313920.0,both,both
3672,514.0,160,CHOICE,96117.0,CHOICE,475752.8,both,both
3673,514.0,160,CHOICE,96117.0,DEPOSIT,5800.0,both,both
3674,514.0,160,CHOICE,96117.0,TRANSFER FROM ACCOUNT,795196.0,both,both
3675,514.0,160,EXPENDITURE,693555.8,ACCOUNT TRANSFER,313920.0,both,both
3676,514.0,160,EXPENDITURE,693555.8,CHOICE,475752.8,both,both
3677,514.0,160,EXPENDITURE,693555.8,DEPOSIT,5800.0,both,both
3678,514.0,160,EXPENDITURE,693555.8,TRANSFER FROM ACCOUNT,795196.0,both,both
3679,514.0,160,INCOME,804849.8,ACCOUNT TRANSFER,313920.0,both,both
3680,514.0,160,INCOME,804849.8,CHOICE,475752.8,both,both
3681,514.0,160,INCOME,804849.8,DEPOSIT,5800.0,both,both
3682,514.0,160,INCOME,804849.8,TRANSFER FROM ACCOUNT,795196.0,both,both
3683,515.0,161,EXPENDITURE,707947.2,ACCOUNT TRANSFER,86986.0,both,both
3684,515.0,161,EXPENDITURE,707947.2,CARD,11600.0,both,both
3685,515.0,161,EXPENDITURE,707947.2,CHOICE,609361.2,both,both
3686,515.0,161,EXPENDITURE,707947.2,DEPOSIT,735132.0,both,both
3687,515.0,161,INCOME,741576.7,ACCOUNT TRANSFER,86986.0,both,both
3688,515.0,161,INCOME,741576.7,CARD,11600.0,both,both
3689,515.0,161,INCOME,741576.7,CHOICE,609361.2,both,both
3690,515.0,161,INCOME,741576.7,DEPOSIT,735132.0,both,both
3691,516.0,295,CHOICE,68500.0,ACCOUNT TRANSFER,314146.0,both,both
3692,516.0,295,CHOICE,68500.0,CHOICE,785840.0,both,both
3693,516.0,295,CHOICE,68500.0,DEPOSIT,1144364.0,both,both
3694,516.0,295,EXPENDITURE,1031486.0,ACCOUNT TRANSFER,314146.0,both,both
3695,516.0,295,EXPENDITURE,1031486.0,CHOICE,785840.0,both,both
3696,516.0,295,EXPENDITURE,1031486.0,DEPOSIT,1144364.0,both,both
3697,516.0,295,INCOME,1150462.4,ACCOUNT TRANSFER,314146.0,both,both
3698,516.0,295,INCOME,1150462.4,CHOICE,785840.0,both,both
3699,516.0,295,INCOME,1150462.4,DEPOSIT,1144364.0,both,both
3700,517.0,191,EXPENDITURE,789742.6,ACCOUNT TRANSFER,92043.0,both,both
3701,517.0,191,EXPENDITURE,789742.6,CHOICE,697699.6,both,both
3702,517.0,191,EXPENDITURE,789742.6,DEPOSIT,835644.0,both,both
3703,517.0,191,INCOME,841109.3,ACCOUNT TRANSFER,92043.0,both,both
3704,517.0,191,INCOME,841109.3,CHOICE,697699.6,both,both
3705,517.0,191,INCOME,841109.3,DEPOSIT,835644.0,both,both
3706,518.0,131,EXPENDITURE,419853.8,ACCOUNT TRANSFER,122564.0,both,both
3707,518.0,131,EXPENDITURE,419853.8,CHOICE,297289.8,both,both
3708,518.0,131,EXPENDITURE,419853.8,DEPOSIT,477389.0,both,both
3709,518.0,131,INCOME,479624.0,ACCOUNT TRANSFER,122564.0,both,both
3710,518.0,131,INCOME,479624.0,CHOICE,297289.8,both,both
